Data,TrainDataSize,ModelType,Round,BaseModelName,TrainableParams,TargetModules,RankLoRAModule,StartTime,EndTime,NumberEpochs,EvalDataSize,C-BLEU,METEOR,ROUGE-L
JavaOnly,29396,Central,NA,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
JavaOnly,29396,FedAvg,10,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-04 17:08:45.278927', '2024-10-04 17:56:15.467886', '2024-10-04 18:19:52.892136']","['2024-10-04 17:56:03.818336', '2024-10-04 18:19:42.081144', '2024-10-04 19:05:31.829271']",1,3271,0.0052917299643800274,0.09098596371492414,"{'rouge-1': {'r': 0.12399635705755528, 'p': 0.12317578742340421, 'f': 0.10929931373709183}, 'rouge-2': {'r': 0.04936701912030723, 'p': 0.04018528332110954, 'f': 0.04011125999710908}, 'rouge-l': {'r': 0.11225905492218488, 'p': 0.11262446576588739, 'f': 0.09895922892530536}}"
JavaOnly,29396,FedAvg,11,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-04 23:43:38.330633', '2024-10-05 00:31:07.690242', '2024-10-05 00:54:45.105873']","['2024-10-05 00:30:56.043675', '2024-10-05 00:54:34.043485', '2024-10-05 01:40:23.979495']",1,3271,0.004823624764204202,0.08872611893917054,"{'rouge-1': {'r': 0.12017344520746108, 'p': 0.12328945123270718, 'f': 0.10754511986527548}, 'rouge-2': {'r': 0.04632019829052506, 'p': 0.03806020558384681, 'f': 0.03836791707540963}, 'rouge-l': {'r': 0.10808060011334675, 'p': 0.11179211526103264, 'f': 0.09655551362872788}}"
JavaOnly,29396,FedAvg,12,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-05 06:15:34.146570', '2024-10-05 07:03:05.315610', '2024-10-05 07:26:43.811054']","['2024-10-05 07:02:53.714778', '2024-10-05 07:26:32.804211', '2024-10-05 08:12:22.689769']",1,3271,0.004887461402162997,0.08753843530888178,"{'rouge-1': {'r': 0.11659132867211289, 'p': 0.12191345470169071, 'f': 0.10492615877357075}, 'rouge-2': {'r': 0.04770687431902441, 'p': 0.04029059961827327, 'f': 0.03971123051260815}, 'rouge-l': {'r': 0.10555284650979022, 'p': 0.11142508858831353, 'f': 0.09497884675760039}}"
JavaOnly,29396,FedAvg,13,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-05 12:49:40.668375', '2024-10-05 13:37:10.039413', '2024-10-05 14:00:47.887012']","['2024-10-05 13:36:59.766575', '2024-10-05 14:00:36.822069', '2024-10-05 14:46:27.560632']",1,3271,0.0043486885520901625,0.08462380628918421,"{'rouge-1': {'r': 0.11212749031602215, 'p': 0.11688223828832475, 'f': 0.10143414823416073}, 'rouge-2': {'r': 0.04463410791535099, 'p': 0.037417111485737384, 'f': 0.03728414914024434}, 'rouge-l': {'r': 0.10133465166720629, 'p': 0.1061653119188712, 'f': 0.09141817549900236}}"
JavaOnly,29396,FedAvg,14,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-05 19:23:39.095666', '2024-10-05 20:11:09.418059', '2024-10-05 20:34:46.971174']","['2024-10-05 20:10:57.799784', '2024-10-05 20:34:35.970187', '2024-10-05 21:20:26.708567']",1,3271,0.003952159821697208,0.08240892436032998,"{'rouge-1': {'r': 0.11255271292807864, 'p': 0.11526064396430474, 'f': 0.09973655349868087}, 'rouge-2': {'r': 0.04433550362712055, 'p': 0.036497895567219864, 'f': 0.03589301393468393}, 'rouge-l': {'r': 0.10158503615220674, 'p': 0.10500046798579268, 'f': 0.08994096365414722}}"
JavaOnly,29396,FedAvg,15,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-06 01:58:53.089277', '2024-10-06 02:46:23.057695', '2024-10-06 03:09:59.934694']","['2024-10-06 02:46:11.469968', '2024-10-06 03:09:49.223146', '2024-10-06 03:55:39.712423']",1,3271,0.003985356778524686,0.07964762079171883,"{'rouge-1': {'r': 0.10581315708792413, 'p': 0.1169967380777306, 'f': 0.0967555647448518}, 'rouge-2': {'r': 0.041001979786378755, 'p': 0.03532841383595752, 'f': 0.03442127529897022}, 'rouge-l': {'r': 0.09473189386490535, 'p': 0.10688704513497344, 'f': 0.08683771487947316}}"
JavaOnly,29396,FedAvg,16,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-06 08:33:30.460187', '2024-10-06 09:20:59.984510', '2024-10-06 09:44:38.131376']","['2024-10-06 09:20:48.406286', '2024-10-06 09:44:27.057114', '2024-10-06 10:30:17.164855']",1,3271,0.004031447975479708,0.08179149967309975,"{'rouge-1': {'r': 0.1087209422765407, 'p': 0.1176034789374042, 'f': 0.09880051768218648}, 'rouge-2': {'r': 0.043304164036257635, 'p': 0.03762135877228482, 'f': 0.03647712130925555}, 'rouge-l': {'r': 0.09859563067446711, 'p': 0.10781163498638878, 'f': 0.08947107174755933}}"
JavaOnly,29396,FedAvg,17,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-06 15:07:09.636053', '2024-10-06 15:54:38.395200', '2024-10-06 16:18:16.216729']","['2024-10-06 15:54:26.804368', '2024-10-06 16:18:05.182019', '2024-10-06 17:03:57.237239']",1,3271,0.003988905289548569,0.08179718580488814,"{'rouge-1': {'r': 0.10805416808828298, 'p': 0.11638977867807448, 'f': 0.09766343736227223}, 'rouge-2': {'r': 0.043387583491503214, 'p': 0.03601498219183061, 'f': 0.03597110435655515}, 'rouge-l': {'r': 0.09743795266135709, 'p': 0.10615186922820642, 'f': 0.0880405724008302}}"
JavaOnly,29396,FedAvg,18,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-06 21:39:41.736691', '2024-10-06 22:27:13.600911', '2024-10-06 22:50:49.646664']","['2024-10-06 22:27:01.993935', '2024-10-06 22:50:39.955997', '2024-10-06 23:36:27.802453']",1,3271,0.0037298411256905116,0.0768416512755077,"{'rouge-1': {'r': 0.10331723106201292, 'p': 0.11532267350171382, 'f': 0.09440858180740357}, 'rouge-2': {'r': 0.03974053007671973, 'p': 0.03490635643056389, 'f': 0.033339369677007825}, 'rouge-l': {'r': 0.09306412049020359, 'p': 0.10556454598288832, 'f': 0.08516860852690819}}"
JavaOnly,29396,FedAvg,19,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-07 04:19:46.354344', '2024-10-07 05:07:16.277564', '2024-10-07 05:30:53.514102']","['2024-10-07 05:07:04.710754', '2024-10-07 05:30:42.496687', '2024-10-07 06:16:32.574035']",1,3271,0.0035450540548629165,0.07320706108762097,"{'rouge-1': {'r': 0.098426326224868, 'p': 0.11549533869167447, 'f': 0.09233561592170134}, 'rouge-2': {'r': 0.03724785691834936, 'p': 0.034275721678603814, 'f': 0.03231193822337434}, 'rouge-l': {'r': 0.08926508122852612, 'p': 0.10597654661646244, 'f': 0.08363874386739134}}"
JavaOnly,29396,FedAvg,20,codellama/CodeLlama-7b-Instruct-hf,"trainable params: 8,388,608 || all params: 6,746,935,296 || trainable%: 0.12433212461624295
","['q_proj', 'k_proj']",16,"['2024-10-07 11:03:04.520605', '2024-10-07 11:50:35.917189', '2024-10-07 12:14:14.542405']","['2024-10-07 11:50:24.312147', '2024-10-07 12:14:03.461696', '2024-10-07 12:59:54.268465']",1,3271,0.0036377301603930092,0.07776501326580133,"{'rouge-1': {'r': 0.10249564181393554, 'p': 0.11870351625148699, 'f': 0.09599945763683915}, 'rouge-2': {'r': 0.0397660852958524, 'p': 0.03681585453023884, 'f': 0.034538450847538316}, 'rouge-l': {'r': 0.09257813069015236, 'p': 0.10836010235099275, 'f': 0.08660846167171629}}"
